poll	workload	req_delay	req_min	req_max	rep_delay	rep_min	rep_max	avg_coord_queue[s]	mac_percentage_dropped
705	450	364.443	362.959	365.215	0.007	0.004	0.012	361.382	0.026
710	450	364.815	363.667	365.878	0.004	0.004	0.004	362.073	0.026
715	450	364.937	364.096	366.320	0.005	0.004	0.006	362.489	0.026
720	450	365.605	364.605	366.997	0.006	0.004	0.010	362.653	0.026
725	450	366.749	365.844	367.821	0.004	0.004	0.005	363.635	0.027
730	450	366.789	365.335	367.899	0.004	0.004	0.004	363.686	0.027
735	450	368.397	367.729	369.115	0.004	0.004	0.004	366.053	0.027
740	450	369.038	368.366	369.760	0.004	0.004	0.004	366.675	0.027
745	450	369.435	368.657	370.364	0.004	0.004	0.004	367.054	0.027
750	450	369.995	369.212	370.929	0.004	0.004	0.004	367.594	0.028
755	450	370.515	369.726	371.453	0.004	0.004	0.004	368.094	0.028
760	450	371.203	370.514	371.938	0.004	0.004	0.004	368.764	0.028
765	450	371.644	370.951	372.382	0.004	0.004	0.004	369.186	0.028
770	450	372.045	371.348	372.787	0.004	0.004	0.004	369.568	0.028
775	450	372.728	372.026	373.472	0.004	0.004	0.004	370.231	0.029
780	450	373.051	372.346	373.799	0.004	0.004	0.005	370.536	0.029
785	450	373.902	373.409	374.545	0.004	0.004	0.004	371.581	0.029
790	450	374.235	373.521	374.990	0.004	0.004	0.004	371.681	0.029
795	450	374.334	373.726	375.202	0.004	0.004	0.004	371.981	0.029
800	450	374.835	374.224	375.708	0.004	0.004	0.004	372.465	0.030
805	450	375.301	374.687	376.178	0.004	0.004	0.004	372.914	0.030
810	450	375.733	375.115	376.614	0.004	0.004	0.005	373.328	0.030
815	450	376.356	375.849	377.014	0.004	0.004	0.004	373.934	0.030
820	450	376.719	376.209	377.380	0.004	0.004	0.004	374.280	0.030
825	450	377.163	376.535	378.056	0.004	0.004	0.004	374.706	0.030
830	450	377.689	377.174	378.354	0.004	0.004	0.004	375.215	0.061
835	450	377.949	377.432	378.617	0.004	0.004	0.004	375.458	0.031
840	450	378.528	378.008	379.199	0.004	0.004	0.004	376.019	0.031
845	450	378.589	377.710	379.617	0.004	0.004	0.005	375.830	0.031
850	450	378.986	378.222	379.780	0.004	0.004	0.004	376.208	0.031
855	450	379.471	378.703	380.269	0.004	0.004	0.004	376.674	0.032
860	450	379.642	377.546	381.287	0.004	0.004	0.004	375.160	0.032
865	450	380.353	379.576	381.157	0.004	0.004	0.004	377.518	0.032
870	450	380.748	379.968	381.556	0.004	0.004	0.004	377.894	0.064
875	450	381.114	380.329	381.925	0.004	0.004	0.004	378.241	0.032
880	450	381.450	380.661	382.264	0.004	0.004	0.004	378.558	0.032
885	450	381.881	380.962	382.949	0.004	0.004	0.004	378.970	0.033
890	450	382.409	381.612	383.231	0.004	0.004	0.004	379.480	0.033
895	450	382.658	381.857	383.482	0.004	0.004	0.004	379.709	0.033
900	450	383.004	382.071	384.087	0.004	0.004	0.004	380.036	0.033
905	450	383.450	382.641	384.281	0.004	0.004	0.004	380.463	0.033
910	450	383.740	382.797	384.834	0.004	0.004	0.004	380.734	0.034
915	450	384.132	383.315	384.970	0.004	0.004	0.004	381.107	0.034
920	450	384.629	383.807	385.470	0.004	0.004	0.004	381.585	0.034
925	450	384.572	383.351	385.812	0.004	0.004	0.004	381.252	0.034
930	450	384.884	383.789	385.864	0.004	0.004	0.004	381.543	0.034
935	450	385.302	384.202	386.286	0.004	0.004	0.005	381.940	0.034
940	450	385.962	385.124	386.817	0.004	0.004	0.004	382.842	0.035
945	450	386.064	384.952	387.056	0.004	0.004	0.004	382.661	0.035
950	450	386.407	385.289	387.404	0.004	0.004	0.004	382.984	0.035
955	450	386.725	385.602	387.726	0.004	0.004	0.004	383.281	0.035
960	450	386.749	385.346	387.891	0.004	0.004	0.004	383.016	0.035
965	450	387.016	385.606	388.163	0.004	0.004	0.004	383.262	0.035
970	450	387.398	385.841	388.829	0.005	0.004	0.007	383.621	0.036
975	450	387.617	386.051	389.054	0.004	0.004	0.004	383.818	0.036
980	450	388.092	386.660	389.254	0.004	0.004	0.004	384.271	0.036
985	450	388.262	386.822	389.429	0.004	0.004	0.005	384.419	0.036
990	450	388.408	386.960	389.579	0.004	0.004	0.004	384.685	0.036
995	450	388.815	387.503	389.704	0.004	0.004	0.004	385.071	0.037
1000	450	389.056	387.593	390.238	0.004	0.004	0.004	385.291	0.037
1005	450	389.419	388.094	390.315	0.004	0.004	0.004	385.633	0.037
1010	450	389.615	388.137	390.806	0.004	0.004	0.004	385.807	0.037
1015	450	389.934	388.596	390.836	0.004	0.004	0.004	386.104	0.037
1020	450	390.379	389.034	391.285	0.004	0.004	0.004	386.528	0.037
1025	450	390.227	388.432	391.580	0.004	0.004	0.004	386.067	0.038
1030	450	390.629	388.826	391.989	0.004	0.004	0.004	386.447	0.038
1035	450	390.862	389.200	391.926	0.004	0.004	0.004	386.656	0.038
1040	450	391.223	389.553	392.292	0.004	0.004	0.005	386.995	0.038
1045	450	391.565	389.887	392.638	0.004	0.004	0.004	387.314	0.038
1050	450	391.887	390.200	392.964	0.004	0.004	0.004	387.613	0.038
1055	450	391.882	390.033	393.270	0.004	0.004	0.004	387.585	0.039
1060	450	392.162	390.304	393.556	0.004	0.004	0.004	387.842	0.039
1065	450	392.422	390.555	393.822	0.004	0.004	0.004	388.079	0.039
1070	450	392.975	391.255	394.068	0.004	0.004	0.004	388.609	0.039
1075	450	393.197	391.469	394.294	0.004	0.004	0.004	388.808	0.039
1080	450	393.110	391.062	394.367	0.004	0.004	0.005	388.394	0.040
1085	450	393.291	391.233	394.553	0.004	0.004	0.004	388.551	0.040
1090	450	393.611	391.385	395.198	0.004	0.004	0.004	388.847	0.040
1095	450	393.753	391.516	395.346	0.004	0.004	0.004	388.964	0.040
1100	450	394.198	392.110	395.475	0.004	0.004	0.004	389.384	0.040
1105	450	394.301	392.204	395.583	0.004	0.004	0.004	389.463	0.040
1110	450	394.548	392.278	396.160	0.004	0.004	0.004	389.685	0.041
1115	450	394.939	392.823	396.231	0.004	0.004	0.004	390.052	0.041
1120	450	394.985	392.859	396.282	0.004	0.004	0.004	390.074	0.041
1125	450	395.177	392.875	396.809	0.004	0.004	0.004	390.241	0.041
1130	450	393.328	388.435	395.790	0.005	0.004	0.008	385.681	0.082
1135	450	395.672	393.348	397.317	0.004	0.004	0.004	390.687	0.042
1140	450	395.679	393.183	397.160	0.005	0.004	0.008	390.348	0.042
1145	450	395.798	393.121	397.622	0.005	0.004	0.008	390.441	0.042
1150	450	396.238	393.550	397.602	0.004	0.004	0.004	390.686	0.084
1155	450	397.393	395.869	398.389	0.004	0.004	0.004	392.968	0.042
1160	450	397.462	395.760	398.804	0.004	0.004	0.004	393.015	0.043
1165	450	398.332	396.793	399.382	0.004	0.004	0.004	393.853	0.086
1170	450	398.673	397.815	399.335	0.004	0.004	0.004	394.853	0.043
1175	450	398.691	397.656	399.702	0.004	0.004	0.004	394.853	0.043
1180	450	399.039	398.000	400.054	0.004	0.004	0.004	395.183	0.043
1185	450	265.870	3.048	400.119	0.005	0.004	0.006	391.480	0.259
1190	450	399.648	399.306	400.318	0.004	0.004	0.004	396.275	0.044
1195	450	399.951	399.608	400.622	0.004	0.004	0.004	396.562	0.044
1200	450	399.883	399.361	400.912	0.004	0.004	0.004	396.479	0.044
1205	450	400.155	399.631	401.186	0.004	0.004	0.004	396.734	0.044
1210	450	400.411	399.885	401.446	0.004	0.004	0.004	396.975	0.045
1215	450	400.652	400.125	401.690	0.004	0.004	0.004	397.200	0.045
1220	450	400.878	400.349	401.920	0.004	0.004	0.004	397.411	0.045
1225	450	401.089	400.559	402.134	0.004	0.004	0.004	397.606	0.045
1230	450	401.285	400.753	402.334	0.004	0.004	0.004	397.786	0.045
1235	450	401.467	400.933	402.518	0.004	0.004	0.004	397.952	0.045
1240	450	401.633	401.097	402.688	0.004	0.004	0.004	398.102	0.046
1245	450	401.784	401.247	402.842	0.004	0.004	0.004	398.238	0.046
1250	450	402.608	402.067	403.671	0.004	0.004	0.004	399.035	0.046
1255	450	402.415	402.062	403.106	0.004	0.004	0.004	398.838	0.046
1260	450	402.523	402.169	403.216	0.004	0.004	0.004	398.930	0.046
1265	450	402.616	402.261	403.310	0.004	0.004	0.004	399.007	0.047
1270	450	402.883	402.338	403.958	0.004	0.004	0.004	399.259	0.047
1275	450	402.947	402.400	404.025	0.004	0.004	0.004	399.307	0.047
1280	450	403.378	403.020	404.077	0.004	0.004	0.004	399.722	0.047
1285	450	403.413	403.055	404.114	0.004	0.004	0.004	399.742	0.047
1290	450	403.626	403.074	404.715	0.004	0.004	0.004	399.939	0.047
1295	450	403.633	403.079	404.724	0.004	0.004	0.004	399.930	0.048
1300	450	404.013	403.652	404.719	0.004	0.004	0.004	400.294	0.048
1305	450	404.186	403.629	405.284	0.004	0.004	0.004	400.451	0.048
1310	450	404.150	403.591	405.251	0.004	0.004	0.004	400.399	0.048
1315	450	404.492	404.129	405.203	0.004	0.004	0.004	400.726	0.048
1320	450	404.428	404.063	405.140	0.004	0.004	0.004	400.844	0.049
1325	450	404.943	404.595	405.173	0.004	0.004	0.004	401.147	0.049
1330	450	404.852	404.486	405.568	0.004	0.004	0.004	401.239	0.049
1335	450	405.145	404.979	405.462	0.004	0.004	0.004	401.517	0.049
1340	450	405.226	404.858	405.945	0.004	0.004	0.004	401.583	0.049
1345	450	405.495	405.329	405.812	0.004	0.004	0.004	401.838	0.049
1350	450	405.550	405.181	406.273	0.004	0.004	0.004	401.878	0.050
1355	450	405.795	405.629	406.112	0.004	0.004	0.004	402.108	0.050
1360	450	405.824	405.453	406.550	0.004	0.004	0.004	402.122	0.050
1365	450	406.045	405.879	406.362	0.004	0.004	0.004	402.328	0.050
1370	450	406.048	405.676	406.778	0.004	0.004	0.004	402.316	0.050
1375	450	406.452	406.079	407.183	0.004	0.004	0.004	402.705	0.051
1380	450	406.638	406.472	406.955	0.004	0.004	0.004	402.877	0.051
1385	450	406.604	406.229	407.338	0.004	0.004	0.004	402.827	0.051
1390	450	406.766	406.599	407.083	0.004	0.004	0.004	402.974	0.051
1395	450	407.126	406.960	407.443	0.004	0.004	0.004	403.320	0.051
1400	450	407.054	406.677	407.794	0.004	0.004	0.004	403.233	0.051
1405	450	407.393	407.015	408.134	0.004	0.004	0.004	403.557	0.052
1410	450	407.509	407.343	407.826	0.004	0.004	0.004	403.658	0.052
1415	450	407.400	407.020	408.144	0.004	0.004	0.004	403.534	0.052
1420	450	407.706	407.325	408.452	0.004	0.004	0.004	403.826	0.052
1425	450	408.003	407.621	408.750	0.004	0.004	0.004	404.107	0.052
1430	450	408.073	407.906	408.390	0.004	0.004	0.004	404.163	0.053
1435	450	408.348	408.182	408.665	0.004	0.004	0.004	404.423	0.053
1440	450	408.178	407.794	408.931	0.004	0.004	0.004	404.238	0.053
1445	450	408.432	408.047	409.186	0.004	0.004	0.004	404.477	0.053
1450	450	408.676	408.290	409.432	0.004	0.004	0.004	404.706	0.053
1455	450	408.910	408.523	409.667	0.005	0.004	0.005	404.925	0.053
1460	450	408.912	408.746	409.229	0.004	0.004	0.004	404.913	0.054
1465	450	409.125	408.959	409.442	0.004	0.004	0.004	405.111	0.054
1470	450	409.328	409.162	409.645	0.004	0.004	0.004	405.299	0.054
1475	450	409.521	409.355	409.838	0.004	0.004	0.004	405.477	0.054
1480	450	409.704	409.538	410.021	0.004	0.004	0.004	405.646	0.054
1485	450	409.427	409.035	410.194	0.004	0.004	0.004	405.353	0.055
1490	450	409.588	409.195	410.357	0.004	0.004	0.004	405.500	0.055
1495	450	409.739	409.346	410.510	0.004	0.004	0.004	405.636	0.055
20	500	3.628	0.039	6.948	0.926	0.477	1.482	4.228	0.076
25	500	5.403	0.039	12.199	0.744	0.364	1.308	4.152	0.125
30	500	0.976	0.026	1.488	0.084	0.026	0.126	1.412	0.036
35	500	1.023	0.026	1.531	0.617	0.571	0.673	1.511	0.205
40	500	1.127	0.039	1.734	0.539	0.024	1.002	1.558	0.031
45	500	0.042	0.030	0.057	0.157	0.031	0.227	0.021	0.004
50	500	0.065	0.038	0.089	0.648	0.404	1.132	0.036	0.004
55	500	104.021	103.852	104.173	0.035	0.008	0.062	103.701	0.006
60	500	0.084	0.050	0.113	0.252	0.034	0.457	0.051	0.004
65	500	0.063	0.037	0.085	0.007	0.005	0.009	0.034	0.004
70	500	0.053	0.039	0.069	0.005	0.005	0.007	0.030	0.004
75	500	0.153	0.114	0.183	0.109	0.036	0.162	0.114	0.004
80	500	0.081	0.059	0.100	0.070	0.008	0.160	0.047	0.004
85	500	0.095	0.049	0.127	0.230	0.067	0.327	0.057	0.004
90	500	0.072	0.055	0.090	0.236	0.167	0.296	0.043	0.009
95	500	0.102	0.062	0.130	0.258	0.233	0.279	0.065	0.027
100	500	117.618	115.889	119.370	1.014	0.330	2.338	117.310	0.072
105	500	0.105	0.091	0.122	0.502	0.500	0.505	0.070	0.004
110	500	173.855	160.230	186.732	0.027	0.005	0.069	174.426	0.007
115	500	41.889	41.847	41.910	0.005	0.004	0.008	41.765	0.005
120	500	161.092	147.875	173.557	0.204	0.010	0.489	160.981	0.007
125	500	106.091	105.933	106.342	0.043	0.006	0.078	105.732	0.006
130	500	34.687	34.646	34.712	0.004	0.004	0.005	34.573	0.005
135	500	50.072	50.019	50.111	0.004	0.004	0.004	49.927	0.005
140	500	64.143	64.072	64.198	0.005	0.004	0.006	63.959	0.005
145	500	81.495	81.307	81.628	0.005	0.004	0.006	81.232	0.005
150	500	187.258	171.665	201.847	0.007	0.005	0.012	188.288	0.008
155	500	121.886	119.623	124.441	0.015	0.004	0.037	121.491	0.012
160	500	112.254	111.873	112.798	0.004	0.004	0.004	111.941	0.006
165	500	121.692	118.003	125.335	0.007	0.004	0.012	120.837	0.006
170	500	129.509	124.258	133.772	0.009	0.004	0.013	129.406	0.006
175	500	137.259	128.708	143.869	0.005	0.004	0.006	137.196	0.007
180	500	145.009	135.330	153.501	0.006	0.004	0.010	144.927	0.007
185	500	151.673	141.512	161.432	0.004	0.004	0.004	151.826	0.007
190	500	158.306	150.726	165.765	0.004	0.004	0.004	158.174	0.007
195	500	164.338	158.199	170.510	0.004	0.004	0.004	164.036	0.007
200	500	248.103	224.940	273.334	0.007	0.004	0.014	250.311	0.010
205	500	298.504	263.762	330.035	0.017	0.005	0.040	301.698	0.025
210	500	180.447	174.053	187.414	0.007	0.004	0.013	180.641	0.008
215	500	185.670	174.825	196.184	0.004	0.004	0.004	185.713	0.008
220	500	190.039	174.828	204.328	0.004	0.004	0.004	190.657	0.008
225	500	193.969	174.022	212.252	0.004	0.004	0.004	195.310	0.008
230	500	197.740	172.547	220.227	0.004	0.004	0.004	200.106	0.009
235	500	199.992	167.532	227.723	0.006	0.004	0.009	204.364	0.009
240	500	203.476	166.751	235.395	0.006	0.004	0.009	209.072	0.009
245	500	207.620	170.248	240.687	0.004	0.004	0.004	213.345	0.009
250	500	213.247	178.217	243.469	0.005	0.004	0.006	217.628	0.009
255	500	218.138	183.604	249.387	0.009	0.004	0.013	220.988	0.010
260	500	222.155	196.994	243.790	0.019	0.004	0.047	225.229	0.010
265	500	227.150	200.375	251.283	0.006	0.004	0.008	229.349	0.010
270	500	232.388	212.647	250.867	0.004	0.004	0.004	233.191	0.010
275	500	236.237	215.752	255.339	0.004	0.004	0.004	237.143	0.010
280	500	241.047	228.810	253.027	0.004	0.004	0.004	240.812	0.010
285	500	244.463	230.033	258.408	0.004	0.004	0.004	244.451	0.011
290	500	248.158	238.759	257.703	0.004	0.004	0.004	247.468	0.021
295	500	251.918	244.238	260.673	0.004	0.004	0.004	250.249	0.142
300	500	329.323	317.852	342.116	0.004	0.004	0.004	327.794	0.016
305	500	358.006	356.891	358.991	0.004	0.004	0.004	355.589	0.022
310	500	272.231	259.128	286.188	0.013	0.004	0.030	270.956	0.012
315	500	264.074	255.490	274.191	0.005	0.004	0.006	264.085	0.012
320	500	267.878	255.358	280.461	0.004	0.004	0.004	267.254	0.012
325	500	271.050	255.298	286.440	0.004	0.004	0.004	270.855	0.012
330	500	273.704	254.589	292.302	0.004	0.004	0.004	273.669	0.024
335	500	276.119	254.014	297.130	0.004	0.004	0.004	276.601	0.012
340	500	278.492	253.020	302.399	0.004	0.004	0.004	279.427	0.013
345	500	280.898	252.321	307.469	0.004	0.004	0.004	282.255	0.013
350	500	283.198	251.475	312.437	0.005	0.004	0.005	285.015	0.013
355	500	285.201	249.621	317.669	0.004	0.004	0.004	287.684	0.013
360	500	288.958	251.629	323.764	0.007	0.004	0.010	292.220	0.147
365	500	289.361	253.803	328.109	0.004	0.004	0.005	294.474	0.013
370	500	294.483	257.253	331.615	0.004	0.004	0.004	297.708	0.013
375	500	297.714	260.763	336.103	0.004	0.004	0.004	301.159	0.014
380	500	298.441	263.978	331.268	0.004	0.004	0.004	300.165	0.014
385	500	302.667	267.493	339.183	0.004	0.004	0.004	304.967	0.014
390	500	302.423	271.083	333.710	0.004	0.004	0.004	302.599	0.029
395	500	310.501	276.327	346.299	0.004	0.004	0.004	312.452	0.230
400	500	308.288	278.018	336.717	0.004	0.004	0.004	309.361	0.015
405	500	312.912	281.478	346.450	0.004	0.004	0.004	314.438	0.015
410	500	314.297	284.988	344.613	0.004	0.004	0.004	315.214	0.015
415	500	317.132	288.448	347.771	0.004	0.004	0.005	317.995	0.015
420	500	318.027	291.858	344.804	0.004	0.004	0.004	318.300	0.015
425	500	321.387	295.371	349.702	0.004	0.004	0.004	321.750	0.015
430	500	322.503	299.098	347.963	0.004	0.004	0.004	321.643	0.016
435	500	325.415	302.418	351.082	0.004	0.004	0.004	325.301	0.032
440	500	324.659	305.798	343.277	0.004	0.004	0.004	323.926	0.016
445	500	328.470	309.296	349.797	0.004	0.004	0.004	327.869	0.016
450	500	328.685	312.798	345.391	0.005	0.004	0.006	327.531	0.017
455	500	331.698	316.218	349.738	0.004	0.004	0.005	330.616	0.017
460	500	331.549	319.718	343.818	0.004	0.004	0.004	330.229	0.017
465	500	334.057	323.283	346.691	0.004	0.004	0.004	332.584	0.017
470	500	335.186	326.708	345.031	0.004	0.004	0.004	333.685	0.017
475	500	336.143	330.208	343.343	0.004	0.004	0.004	334.416	0.018
480	500	336.853	333.438	341.030	0.004	0.004	0.004	335.103	0.018
485	500	338.312	336.873	341.025	0.005	0.004	0.007	336.401	0.018
490	500	339.578	339.077	340.194	0.004	0.004	0.004	338.000	0.018
495	500	340.912	340.112	342.120	0.007	0.004	0.012	339.019	0.018
500	500	341.689	341.242	342.188	0.005	0.004	0.006	340.133	0.018
505	500	342.733	342.282	343.236	0.004	0.004	0.004	341.157	0.019
510	500	343.538	343.353	343.833	0.006	0.004	0.009	342.287	0.019
515	500	344.951	344.487	345.468	0.005	0.004	0.007	343.330	0.019
520	500	345.926	345.462	346.438	0.004	0.004	0.005	344.290	0.019
525	500	346.955	346.554	347.336	0.004	0.004	0.004	345.299	0.019
530	500	347.834	347.362	348.353	0.004	0.004	0.004	346.158	0.020
535	500	348.907	348.499	349.291	0.004	0.004	0.004	347.211	0.020
540	500	349.453	348.693	350.118	0.004	0.004	0.004	347.461	0.020
545	500	350.441	349.673	351.111	0.004	0.004	0.004	348.426	0.020
550	500	352.426	351.576	353.248	0.004	0.004	0.004	350.307	0.224
555	500	352.191	351.408	352.871	0.004	0.004	0.004	350.129	0.020
560	500	352.953	352.163	353.638	0.004	0.004	0.004	350.869	0.021
565	500	353.863	353.066	354.553	0.004	0.004	0.004	351.755	0.021
570	500	354.628	353.898	355.173	0.004	0.004	0.004	352.572	0.021
575	500	355.549	354.888	355.946	0.004	0.004	0.004	353.471	0.021
580	500	356.326	355.583	356.878	0.004	0.004	0.004	354.226	0.043
585	500	357.191	356.440	357.746	0.004	0.004	0.004	355.067	0.022
590	500	357.990	357.233	358.550	0.004	0.004	0.004	355.845	0.022
595	500	359.292	358.580	359.816	0.004	0.004	0.004	357.173	0.022
600	500	387.713	385.458	390.238	0.005	0.004	0.006	382.985	0.032
605	500	402.966	399.895	406.949	0.004	0.004	0.004	397.027	0.044
610	500	402.867	401.046	403.967	0.004	0.004	0.004	398.199	0.043
615	500	394.878	390.149	397.684	0.004	0.004	0.004	390.784	0.040
620	500	369.050	365.960	373.302	0.006	0.004	0.010	365.372	0.024
625	500	365.460	364.416	366.977	0.005	0.004	0.007	363.648	0.024
630	500	363.664	362.644	364.668	0.004	0.004	0.004	361.256	0.023
635	500	364.409	363.382	365.421	0.004	0.004	0.004	361.979	0.023
640	500	365.100	364.064	366.118	0.004	0.004	0.004	362.646	0.024
645	500	365.529	364.311	366.641	0.004	0.004	0.004	362.881	0.024
650	500	366.405	365.264	367.348	0.004	0.004	0.004	363.816	0.024
655	500	366.634	365.396	367.761	0.004	0.004	0.004	363.936	0.024
660	500	367.284	366.127	368.238	0.004	0.004	0.004	364.652	0.024
665	500	367.973	366.807	368.933	0.004	0.004	0.004	365.317	0.049
670	500	368.613	367.437	369.578	0.004	0.004	0.004	365.932	0.025
675	500	369.202	368.017	370.173	0.004	0.004	0.004	366.497	0.025
680	500	369.529	368.149	370.598	0.004	0.004	0.004	366.618	0.025
685	500	370.017	368.627	371.093	0.004	0.004	0.004	367.081	0.025
690	500	370.740	369.340	371.823	0.004	0.004	0.004	367.779	0.025
695	500	371.227	369.719	372.221	0.004	0.004	0.004	368.144	0.026
700	500	371.762	370.340	372.858	0.005	0.004	0.006	368.750	0.026
705	500	373.421	370.915	375.898	0.007	0.004	0.012	369.310	0.026
710	500	372.926	371.556	374.112	0.004	0.004	0.004	369.935	0.026
715	500	372.905	371.516	374.381	0.006	0.004	0.007	369.885	0.026
720	500	374.050	373.291	375.138	0.007	0.004	0.010	370.408	0.026
725	500	374.475	372.152	375.725	0.008	0.004	0.014	370.976	0.027
730	500	375.009	373.420	376.043	0.005	0.004	0.007	371.741	0.027
735	500	376.420	375.737	377.156	0.004	0.004	0.004	374.031	0.027
740	500	377.009	376.322	377.748	0.004	0.004	0.004	374.601	0.027
745	500	377.350	376.555	378.301	0.004	0.004	0.004	374.923	0.027
750	500	377.858	377.057	378.813	0.004	0.004	0.004	375.411	0.028
755	500	378.325	377.519	379.286	0.004	0.004	0.004	375.859	0.028
760	500	378.966	378.262	379.718	0.004	0.004	0.004	376.481	0.028
765	500	379.355	378.647	380.111	0.004	0.004	0.004	376.851	0.028
770	500	379.704	378.992	380.463	0.004	0.004	0.004	377.181	0.028
775	500	380.341	379.624	381.103	0.004	0.004	0.004	377.799	0.029
780	500	380.613	379.892	381.378	0.004	0.004	0.005	378.051	0.029
785	500	381.177	380.452	381.946	0.004	0.004	0.004	378.596	0.029
790	500	381.706	380.977	382.478	0.004	0.004	0.004	379.106	0.029
795	500	381.750	381.129	382.638	0.004	0.004	0.004	379.357	0.029
800	500	382.206	381.582	383.098	0.004	0.004	0.004	379.795	0.030
805	500	382.627	381.999	383.523	0.004	0.004	0.004	380.198	0.030
810	500	382.778	381.917	383.793	0.004	0.004	0.005	380.107	0.030
815	500	383.360	382.610	384.148	0.004	0.004	0.004	380.669	0.030
820	500	383.676	382.922	384.468	0.004	0.004	0.004	380.967	0.030
825	500	384.075	383.200	385.106	0.004	0.004	0.004	381.347	0.030
830	500	384.560	383.797	385.358	0.004	0.004	0.004	381.812	0.031
835	500	384.774	384.007	385.576	0.004	0.004	0.004	382.007	0.031
840	500	385.313	384.542	386.118	0.004	0.004	0.004	382.527	0.031
845	500	385.580	384.685	386.631	0.004	0.004	0.005	382.776	0.031
850	500	385.936	385.157	386.748	0.004	0.004	0.004	383.113	0.031
855	500	386.383	385.600	387.198	0.004	0.004	0.004	383.540	0.032
860	500	386.571	384.436	388.248	0.004	0.004	0.004	382.013	0.032
865	500	387.186	386.395	388.008	0.004	0.004	0.004	384.306	0.032
870	500	387.543	386.747	388.368	0.004	0.004	0.004	384.643	0.064
875	500	387.624	386.574	388.578	0.004	0.004	0.004	384.460	0.032
880	500	387.920	386.864	388.878	0.004	0.004	0.004	384.735	0.032
885	500	388.314	387.124	389.531	0.004	0.004	0.004	385.108	0.033
890	500	388.933	388.119	389.773	0.004	0.004	0.004	385.581	0.033
895	500	389.015	387.942	389.986	0.004	0.004	0.004	385.768	0.033
900	500	389.453	388.503	390.558	0.005	0.004	0.006	386.056	0.033
905	500	389.734	388.649	390.713	0.004	0.004	0.004	386.446	0.033
910	500	390.238	389.278	391.353	0.004	0.004	0.004	387.186	0.034
915	500	390.595	389.763	391.451	0.004	0.004	0.004	387.525	0.034
920	500	391.060	390.223	391.918	0.004	0.004	0.004	387.970	0.034
925	500	390.724	389.215	392.121	0.004	0.004	0.004	387.092	0.034
930	500	391.000	389.617	392.133	0.004	0.004	0.004	387.346	0.034
935	500	391.385	389.995	392.523	0.004	0.004	0.005	387.708	0.034
940	500	392.256	391.403	393.128	0.004	0.004	0.004	389.091	0.035
945	500	392.080	390.675	393.228	0.004	0.004	0.004	388.359	0.035
950	500	392.390	390.978	393.543	0.004	0.004	0.004	388.647	0.035
955	500	392.675	391.255	393.833	0.004	0.004	0.004	388.910	0.035
960	500	392.935	391.508	394.098	0.004	0.004	0.004	389.148	0.035
965	500	392.910	391.197	394.218	0.004	0.004	0.004	388.828	0.035
970	500	393.261	391.397	394.858	0.005	0.004	0.007	389.155	0.036
975	500	393.446	391.572	395.051	0.004	0.004	0.004	389.316	0.036
980	500	393.893	392.152	395.218	0.004	0.004	0.004	389.739	0.036
985	500	394.576	392.822	395.911	0.004	0.004	0.005	390.389	0.036
990	500	394.141	392.383	395.478	0.004	0.004	0.004	390.085	0.036
995	500	394.520	392.898	395.571	0.004	0.004	0.004	390.441	0.037
1000	500	394.730	392.953	396.078	0.004	0.004	0.004	390.628	0.037
1005	500	395.064	393.425	396.123	0.004	0.004	0.004	390.939	0.037
1010	500	395.228	393.433	396.588	0.004	0.004	0.004	391.080	0.037
1015	500	395.251	393.302	396.466	0.004	0.004	0.004	390.792	0.037
1020	500	395.668	393.709	396.888	0.004	0.004	0.004	391.185	0.037
1025	500	395.764	393.644	397.291	0.004	0.004	0.004	391.257	0.038
1030	500	396.140	394.010	397.673	0.004	0.004	0.004	391.608	0.038
1035	500	396.344	394.355	397.578	0.004	0.004	0.004	391.787	0.038
1040	500	396.679	394.680	397.918	0.004	0.004	0.005	392.097	0.038
1045	500	396.994	394.985	398.238	0.004	0.004	0.004	392.388	0.038
1050	500	397.289	395.270	398.538	0.004	0.004	0.004	392.659	0.038
1055	500	397.252	395.068	398.818	0.004	0.004	0.004	392.598	0.039
1060	500	397.506	395.311	399.078	0.004	0.004	0.004	392.827	0.039
1065	500	397.739	395.533	399.318	0.004	0.004	0.004	393.036	0.039
1070	500	397.993	395.624	399.418	0.006	0.004	0.009	392.961	0.039
1075	500	398.188	395.806	399.618	0.006	0.004	0.009	393.129	0.039
1080	500	398.362	395.969	399.798	0.006	0.004	0.010	393.277	0.039
1085	500	398.516	396.112	399.958	0.006	0.004	0.009	393.405	0.040
1090	500	398.812	396.235	400.583	0.006	0.004	0.009	393.675	0.040
1095	500	398.927	396.337	400.706	0.006	0.004	0.009	393.764	0.040
1100	500	399.349	396.910	400.808	0.006	0.004	0.009	394.160	0.040
1105	500	399.426	396.975	400.891	0.006	0.004	0.009	394.211	0.040
1110	500	399.647	397.021	401.448	0.006	0.004	0.009	394.407	0.041
1115	500	400.017	397.543	401.493	0.006	0.004	0.009	394.750	0.041
1120	500	399.752	396.941	401.398	0.006	0.004	0.009	394.141	0.041
1125	500	399.918	396.926	401.906	0.006	0.004	0.009	394.279	0.041
1130	500	400.234	397.397	401.893	0.006	0.004	0.009	394.567	0.041
1135	500	400.650	397.961	402.488	0.006	0.004	0.009	395.279	0.041
